SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,NB_OF_DAYS,DAILY_MEAN,NB_OF_INVOICES
1091KO,2018-01-03,2018-03-31,1355,"175,68",87,15.574712643678161,35
1091KO,2018-01-04,2018-04-30,1316,"171,93",116,11.344827586206897,35
1091KO,2018-01-05,2018-05-31,1371,"177,17",146,9.39041095890411,35
1091KO,2018-01-06,2018-06-30,1335,"173,81",175,7.628571428571429,35
1091KO,2018-01-07,2018-07-31,1389,"179,04",205,6.775609756097561,35
1091KO,2018-01-08,2018-08-31,1413,"181,31",235,6.012765957446809,35
1091KO,2018-01-09,2018-09-30,1336,"175,05",264,5.0606060606060606,35
1091KO,2018-01-10,2018-10-31,1375,"178,74",294,4.6768707482993195,35
1091KO,2018-01-11,2018-11-30,1322,"173,66",323,4.0928792569659445,35
1091KO,2018-01-12,2018-12-31,1366,"177,84",353,3.869688385269122,35
1091KO,2019-01-01,2019-01-31,1359,"194,85",30,45.3,35
1091KO,2019-01-02,2019-02-28,1241,"182,03",57,21.771929824561404,35
1091KO,2019-01-03,2019-03-31,1373,"196,31",87,15.781609195402298,35
1091KO,2019-01-04,2019-04-30,1333,"192,04",116,11.491379310344827,35
1091KO,2019-01-05,2019-05-31,1369,"195,86",146,9.376712328767123,35
1091KO,2019-01-06,2019-06-30,1451,"204,74",175,8.291428571428572,35
1091KO,2019-01-07,2019-07-31,1485,"208,45",205,7.2439024390243905,35
1091KO,2019-01-08,2019-08-31,1499,"209,91",235,6.378723404255319,35
1091KO,2019-01-09,2019-09-30,1426,"202,04",264,5.401515151515151,35
1091KO,2019-01-10,2019-10-31,1470,"206,76",294,5.0,35
1091KO,2019-01-11,2019-11-30,1412,"200,58",323,4.371517027863777,35
1091KO,2019-01-12,2019-12-31,1455,"205,19",353,4.121813031161473,35
1091KO,2020-01-01,2020-01-31,1450,"201,28",30,48.333333333333336,35
1091KO,2020-01-02,2020-02-29,1356,"191,53",58,23.379310344827587,35
1091KO,2020-01-03,2020-03-31,1461,"202,47",88,16.602272727272727,35
1091KO,2020-01-04,2020-04-30,1416,"197,81",117,12.102564102564102,35
1091KO,2020-01-05,2020-05-31,1471,"203,44",147,10.006802721088436,35
1091KO,2020-01-06,2020-06-30,1434,"199,65",176,8.147727272727273,35
1091KO,2020-01-07,2020-07-31,1492,"205,72",206,7.242718446601942,35
1091KO,2020-01-08,2020-08-31,1502,"206,69",236,6.364406779661017,35
1091KO,2020-01-09,2020-09-30,1444,"200,63",265,5.449056603773585,35
1091KO,2020-01-10,2020-10-31,1457,"202,03",295,4.938983050847457,35
1091KO,2020-01-11,2020-11-30,1397,"145,43",324,4.311728395061729,35
1935BB,2018-01-01,2018-12-31,23050,"3 117,30",364,63.324175824175825,24
1935BB,2019-01-01,2019-01-31,2162,"279,02",30,72.06666666666666,24
1935BB,2019-01-02,2019-02-28,1856,"231,85",57,32.56140350877193,24
1935BB,2019-01-03,2019-03-31,2042,"254,50",87,23.471264367816094,24
1935BB,2019-01-04,2019-04-30,1852,"231,62",116,15.96551724137931,24
1935BB,2019-01-05,2019-05-31,1910,"238,65",146,13.082191780821917,24
1935BB,2019-01-06,2019-06-30,2002,"249,83",175,11.44,24
1935BB,2019-01-07,2019-07-31,2089,"260,16",205,10.190243902439024,24
1935BB,2019-01-08,2019-08-31,2104,"261,95",235,8.953191489361702,24
1935BB,2019-01-09,2019-09-30,1997,"249,12",264,7.5643939393939394,24
1935BB,2019-01-10,2019-10-31,2047,"254,53",294,6.962585034013605,24
1935BB,2019-01-11,2019-11-30,1955,"243,76",323,6.052631578947368,24
1935BB,2019-01-12,2019-12-31,2023,"251,66",353,5.730878186968838,24
1935BB,2020-01-01,2020-01-31,2034,"290,97",30,67.8,24
1935BB,2020-01-02,2020-02-29,1882,"270,96",58,32.44827586206897,24
1935BB,2020-01-03,2020-03-31,2002,"289,66",88,22.75,24
1935BB,2020-01-04,2020-04-30,2008,"289,85",117,17.162393162393162,24
1935BB,2020-01-05,2020-05-31,2029,"292,19",147,13.802721088435375,24
1935BB,2020-01-06,2020-06-30,1960,"282,69",176,11.136363636363637,24
1935BB,2020-01-07,2020-07-31,2053,"295,09",206,9.966019417475728,24
1935BB,2020-01-08,2020-08-31,2052,"294,17",236,8.694915254237289,24
1935BB,2020-01-09,2020-09-30,1964,"281,96",265,7.411320754716981,24
1935BB,2020-01-10,2020-10-31,2018,"289,40",295,6.840677966101695,24
1935BB,2020-01-11,2020-11-30,1927,"266,97",324,5.947530864197531,24
2083BR,2018-01-01,2018-01-31,1015,"113,19",30,33.833333333333336,33
2083BR,2018-01-02,2018-02-28,1095,"122,56",57,19.210526315789473,33
2083BR,2018-01-03,2018-03-31,1088,"121,69",87,12.505747126436782,33
2083BR,2018-01-04,2018-04-30,1203,"136,73",116,10.370689655172415,33
2083BR,2018-01-05,2018-05-31,1315,"149,45",146,9.006849315068493,33
2083BR,2018-01-06,2018-06-30,1382,"171,35",175,7.897142857142857,33
2083BR,2018-01-08,2018-08-31,1526,"192,44",235,6.493617021276596,33
2083BR,2018-01-09,2018-09-30,1163,"147,54",264,4.40530303030303,33
2083BR,2018-01-10,2018-10-31,1272,"159,51",294,4.326530612244898,33
2083BR,2018-01-11,2018-11-30,1273,"158,67",323,3.9411764705882355,33
2083BR,2018-01-12,2018-12-31,1110,"138,34",353,3.144475920679887,33
2083BR,2019-01-01,2019-01-31,1096,"134,03",30,36.53333333333333,33
2083BR,2019-01-02,2019-02-28,1072,"132,33",57,18.80701754385965,33
2083BR,2019-01-03,2019-03-31,1210,"148,87",87,13.908045977011493,33
2083BR,2019-01-04,2019-04-30,1250,"155,84",116,10.775862068965518,33
2083BR,2019-01-05,2019-05-31,1290,"160,53",146,8.835616438356164,33
2083BR,2019-01-06,2019-06-30,1316,"163,92",175,7.52,33
2083BR,2019-01-07,2019-07-31,1425,"180,49",205,6.951219512195122,33
2083BR,2019-01-08,2019-08-31,1484,"187,90",235,6.314893617021276,33
2083BR,2019-01-09,2019-09-30,1224,"154,44",264,4.636363636363637,33
2083BR,2019-01-10,2019-10-31,1224,"152,28",294,4.163265306122449,33
2083BR,2019-01-11,2019-11-30,1262,"155,10",323,3.9071207430340555,33
2083BR,2019-01-12,2019-12-31,1215,"149,91",353,3.441926345609065,33
2083BR,2020-01-01,2020-01-31,1246,"188,40",30,41.53333333333333,33
2083BR,2020-01-02,2020-02-29,1107,"168,49",58,19.086206896551722,33
2083BR,2020-01-03,2020-03-31,1155,"176,83",88,13.125,33
2083BR,2020-01-04,2020-04-30,1454,"228,41",117,12.427350427350428,33
2083BR,2020-01-05,2020-05-31,1234,"194,03",147,8.394557823129253,33
2083BR,2020-01-06,2020-06-30,1363,"211,43",176,7.744318181818182,33
2083BR,2020-01-07,2020-07-31,1433,"223,12",206,6.956310679611651,33
2083BR,2020-01-08,2020-08-31,1328,"208,23",236,5.627118644067797,33
2083BR,2020-01-09,2020-09-30,1175,"182,80",265,4.433962264150943,33
2083BR,2020-01-10,2020-10-31,1097,"168,72",295,3.7186440677966104,33
1973BR,2018-01-01,2018-12-31,15470,"1 780,60",364,42.5,2
1973BR,2019-01-01,2019-12-31,18424,"2 296,55",364,50.61538461538461,2
1317BR,2018-01-01,2018-01-31,1514,"171,31",30,50.46666666666667,35
1317BR,2018-01-02,2018-02-28,1371,"157,95",57,24.05263157894737,35
1317BR,2018-01-03,2018-03-31,1530,"172,34",87,17.586206896551722,35
1317BR,2018-01-04,2018-04-30,1534,"172,01",116,13.224137931034482,35
1317BR,2018-01-05,2018-05-31,1611,"178,70",146,11.034246575342467,35
1317BR,2018-01-06,2018-06-30,1577,"175,42",175,9.01142857142857,35
1317BR,2018-01-07,2018-07-31,1641,"181,05",205,8.004878048780487,35
1317BR,2018-01-08,2018-08-31,1666,"183,15",235,7.089361702127659,35
1317BR,2018-01-09,2018-09-30,1523,"172,12",264,5.768939393939394,35
1317BR,2018-01-10,2018-10-31,1546,"174,39",294,5.258503401360544,35
1317BR,2018-01-11,2018-11-30,1469,"167,70",323,4.547987616099071,35
1317BR,2018-01-12,2018-12-31,1504,"171,17",353,4.260623229461756,35
1317BR,2019-01-01,2019-01-31,1536,"170,45",30,51.2,35
1317BR,2019-01-02,2019-02-28,1398,"157,75",57,24.526315789473685,35
1317BR,2019-01-03,2019-03-31,1550,"170,47",87,17.816091954022987,35
1317BR,2019-01-04,2019-04-30,1512,"166,79",116,13.03448275862069,35
1317BR,2019-01-05,2019-05-31,1568,"171,75",146,10.73972602739726,35
1317BR,2019-01-06,2019-06-30,1558,"168,99",175,8.902857142857142,35
1317BR,2019-01-07,2019-07-31,1534,"165,71",205,7.482926829268293,35
1317BR,2019-01-08,2019-08-31,1546,"166,76",235,6.578723404255319,35
1317BR,2019-01-09,2019-09-30,1452,"159,01",264,5.5,35
1317BR,2019-01-10,2019-10-31,1478,"161,62",294,5.0272108843537415,35
1317BR,2019-01-11,2019-11-30,1401,"155,33",323,4.337461300309598,35
1317BR,2019-01-12,2019-12-31,1436,"158,47",353,4.067988668555241,35
1317BR,2020-01-01,2020-01-31,1436,"187,45",30,47.86666666666667,35
1317BR,2020-01-02,2020-02-29,1352,"178,17",58,23.310344827586206,35
1317BR,2020-01-03,2020-03-31,1456,"188,22",88,16.545454545454547,35
1317BR,2020-01-04,2020-04-30,1445,"186,60",117,12.350427350427351,35
1317BR,2020-01-05,2020-05-31,1531,"196,32",147,10.414965986394558,35
1317BR,2020-01-06,2020-06-30,1602,"203,71",176,9.102272727272727,35
1317BR,2020-01-07,2020-07-31,1796,"223,91",206,8.718446601941748,35
1317BR,2020-01-08,2020-08-31,1803,"224,58",236,7.639830508474576,35
1317BR,2020-01-09,2020-09-30,1682,"212,08",265,6.347169811320755,35
1317BR,2020-01-10,2020-10-31,1683,"212,58",295,5.705084745762712,35
1317BR,2020-01-11,2020-11-30,1603,"204,19",324,4.947530864197531,35
1952BB,2018-01-01,2018-12-31,18121,"2 771,14",364,49.782967032967036,2
1952BB,2019-01-01,2019-12-31,19716,"2 906,34",364,54.16483516483517,2
1316BR,2018-01-01,2018-03-31,1901,"133,07",89,21.359550561797754,11
1316BR,2018-01-04,2018-06-30,2125,"276,25",177,12.005649717514125,11
1316BR,2018-01-07,2018-09-30,2379,"348,70",266,8.943609022556391,11
1316BR,2018-01-10,2018-12-31,2350,"271,47",355,6.619718309859155,11
1316BR,2019-01-01,2019-03-31,3057,"349,57",89,34.348314606741575,11
1316BR,2019-01-04,2019-06-30,3547,"503,67",177,20.03954802259887,11
1316BR,2019-01-07,2019-09-30,3461,"463,77",266,13.011278195488721,11
1316BR,2019-01-10,2019-12-31,3439,"438,13",355,9.687323943661973,11
1316BR,2020-01-01,2020-03-31,3270,"454,53",90,36.333333333333336,11
1316BR,2020-01-04,2020-06-30,3257,"495,06",178,18.297752808988765,11
1316BR,2020-01-07,2020-09-30,3072,"549,58",267,11.50561797752809,11
1997BR,2018-01-01,2018-10-17,15924,"1 819,92",289,55.10034602076124,4
1997BR,2018-10-18,2018-12-31,4698,"534,23",74,63.486486486486484,4
1997BR,2019-01-01,2019-12-31,21003,"2 350,30",364,57.70054945054945,4
1997BR,2020-01-01,2020-10-14,17247,"2 265,70",287,60.09407665505226,4
0620KO,2017-01-25,2018-01-17,197,"28,54",357,0.5518207282913166,3
0620KO,2018-01-18,2019-01-21,3093,"363,12",368,8.404891304347826,3
0620KO,2019-01-21,2020-01-13,4632,"624,39",357,12.974789915966387,3
9503BB,2018-01-01,2018-12-31,1185,"196,06",364,3.2554945054945055,2
9503BB,2019-01-01,2019-12-31,2375,"400,59",364,6.524725274725275,2
1282BR,2018-01-01,2018-01-31,983,"129,86",30,32.766666666666666,34
1282BR,2018-01-02,2018-02-28,880,"119,15",57,15.43859649122807,34
1282BR,2018-01-03,2018-03-31,950,"126,43",87,10.919540229885058,34
1282BR,2018-01-04,2018-04-30,1196,"152,02",116,10.310344827586206,34
1282BR,2018-01-05,2018-05-31,1070,"138,91",146,7.328767123287672,34
1282BR,2018-01-06,2018-06-30,1214,"152,29",175,6.937142857142857,34
1282BR,2018-01-07,2018-07-31,1144,"146,69",205,5.580487804878048,34
1282BR,2018-01-08,2018-08-31,1171,"149,50",235,4.982978723404256,34
1282BR,2018-01-09,2018-09-30,1129,"146,02",264,4.276515151515151,34
1282BR,2018-01-10,2018-10-31,1033,"135,95",294,3.5136054421768708,34
1282BR,2018-01-11,2018-11-30,1012,"133,75",323,3.1331269349845203,34
1282BR,2018-01-12,2018-12-31,1097,"142,66",353,3.1076487252124645,34
1282BR,2019-01-01,2019-01-31,956,"126,42",30,31.866666666666667,34
1282BR,2019-01-02,2019-02-28,961,"126,94",57,16.859649122807017,34
1282BR,2019-01-03,2019-03-31,1041,"135,21",87,11.96551724137931,34
1282BR,2019-01-04,2019-04-30,1138,"145,23",116,9.810344827586206,34
1282BR,2019-01-05,2019-05-31,956,"126,42",146,6.5479452054794525,34
1282BR,2019-01-06,2019-06-30,1104,"141,72",175,6.308571428571429,34
1282BR,2019-01-07,2019-07-31,1314,"163,43",205,6.409756097560976,34
1282BR,2019-01-08,2019-08-31,1252,"157,02",235,5.327659574468085,34
1282BR,2019-01-09,2019-09-30,1013,"132,31",264,3.837121212121212,34
1282BR,2019-01-10,2019-10-31,1090,"140,27",294,3.707482993197279,34
1282BR,2019-01-11,2019-11-30,1072,"138,41",323,3.318885448916409,34
1282BR,2019-01-12,2019-12-31,939,"124,66",353,2.6600566572237963,34
1282BR,2020-01-01,2020-01-31,1163,"154,83",30,38.766666666666666,34
1282BR,2020-01-02,2020-02-29,937,"130,11",58,16.155172413793103,34
1282BR,2020-01-03,2020-03-31,1014,"138,53",88,11.522727272727273,34
1282BR,2020-01-04,2020-04-30,985,"135,36",117,8.418803418803419,34
1282BR,2020-01-05,2020-05-31,942,"130,65",147,6.408163265306122,34
1282BR,2020-01-06,2020-06-30,1382,"178,79",176,7.8522727272727275,34
1282BR,2020-01-07,2020-07-31,1300,"169,82",206,6.310679611650485,34
1282BR,2020-01-08,2020-08-31,1181,"156,80",236,5.004237288135593,34
1282BR,2020-01-09,2020-09-30,1146,"152,97",265,4.324528301886793,34
1282BR,2020-01-10,2020-10-31,1219,"160,96",295,4.132203389830509,34
1092KO,2018-01-01,2018-06-30,5974,"836,63",180,33.18888888888889,5
1092KO,2018-01-07,2018-12-31,6648,"992,98",358,18.56983240223464,5
1092KO,2019-01-01,2019-06-30,6113,"918,60",180,33.96111111111111,5
1092KO,2019-01-07,2019-12-31,6658,"995,22",358,18.59776536312849,5
1092KO,2020-01-01,2020-06-30,6029,"882,97",181,33.30939226519337,5
1276BR,2018-01-01,2018-01-31,1601,"220,70",30,53.36666666666667,35
1276BR,2018-01-02,2018-02-28,1451,"203,26",57,25.45614035087719,35
1276BR,2018-01-03,2018-03-31,1605,"221,25",87,18.448275862068964,35
1276BR,2018-01-04,2018-04-30,1567,"216,81",116,13.508620689655173,35
1276BR,2018-01-05,2018-05-31,1624,"223,49",146,11.123287671232877,35
1276BR,2018-01-06,2018-06-30,1578,"218,10",175,9.017142857142858,35
1276BR,2018-01-07,2018-07-31,1628,"224,06",205,7.941463414634146,35
1276BR,2018-01-08,2018-08-31,1640,"225,46",235,6.9787234042553195,35
1276BR,2018-01-09,2018-09-30,1561,"217,45",264,5.912878787878788,35
1276BR,2018-01-10,2018-10-31,1605,"222,63",294,5.459183673469388,35
1276BR,2018-01-11,2018-11-30,1548,"215,92",323,4.792569659442725,35
1276BR,2018-01-12,2018-12-31,1598,"221,81",353,4.526912181303116,35
1276BR,2019-01-01,2019-01-31,1596,"234,54",30,53.2,35
1276BR,2019-01-02,2019-02-28,1442,"215,17",57,25.29824561403509,35
1276BR,2019-01-03,2019-03-31,1598,"234,79",87,18.367816091954023,35
1276BR,2019-01-04,2019-04-30,1551,"228,88",116,13.370689655172415,35
1276BR,2019-01-05,2019-05-31,1604,"235,54",146,10.986301369863014,35
1276BR,2019-01-06,2019-06-30,1585,"233,15",175,9.057142857142857,35
1276BR,2019-01-07,2019-07-31,1629,"238,69",205,7.946341463414634,35
1276BR,2019-01-08,2019-08-31,1631,"238,94",235,6.940425531914894,35
1276BR,2019-01-09,2019-09-30,1561,"230,14",264,5.912878787878788,35
1276BR,2019-01-10,2019-10-31,1690,"246,36",294,5.7482993197278915,35
1276BR,2019-01-11,2019-11-30,1681,"245,23",323,5.204334365325077,35
1276BR,2019-01-12,2019-12-31,1725,"250,76",353,4.886685552407932,35
1276BR,2020-01-01,2020-01-31,1726,"259,87",30,57.53333333333333,35
1276BR,2020-01-02,2020-02-29,1675,"253,19",58,28.879310344827587,35
1276BR,2020-01-03,2020-03-31,1795,"268,91",88,20.397727272727273,35
1276BR,2020-01-04,2020-04-30,1806,"270,35",117,15.435897435897436,35
1276BR,2020-01-05,2020-05-31,1857,"277,03",147,12.63265306122449,35
1276BR,2020-01-06,2020-06-30,1799,"269,43",176,10.221590909090908,35
1276BR,2020-01-07,2020-07-31,1895,"282,01",206,9.199029126213592,35
1276BR,2020-01-08,2020-08-31,1916,"284,76",236,8.11864406779661,35
1276BR,2020-01-09,2020-09-30,1839,"274,67",265,6.939622641509434,35
1276BR,2020-01-10,2020-10-31,1888,"281,09",295,6.4,35
1276BR,2020-01-11,2020-11-30,1811,"271,00",324,5.589506172839506,35
1319BR,2018-01-01,2018-12-31,29623,"3 350,42",364,81.38186813186813,3
1319BR,2019-01-01,2019-12-31,34869,"3 826,61",364,95.79395604395604,3
1319BR,2020-01-01,2020-01-11,25954,"3 386,73",10,2595.4,3
1954BR,2018-01-01,2018-06-30,13842,"2 768,40",180,76.9,10
1954BR,2018-01-07,2018-09-30,7709,"1 618,89",266,28.981203007518797,10
1954BR,2018-01-10,2018-12-31,6927,"1 246,86",355,19.512676056338027,10
1954BR,2019-01-01,2019-04-30,9584,"1 916,80",119,80.53781512605042,10
1954BR,2019-01-05,2019-06-30,4233,"888,93",176,24.051136363636363,10
1954BR,2019-01-07,2019-10-31,10308,"2 164,68",297,34.707070707070706,10
1954BR,2019-01-11,2019-12-31,4834,"918,46",354,13.655367231638419,10
1954BR,2020-01-01,2020-03-31,6174,"1 111,32",90,68.6,10
1954BR,2020-01-04,2020-06-30,7889,"1 656,69",178,44.32022471910113,10
1954BR,2020-01-07,2020-09-30,8793,"1 758,60",267,32.93258426966292,10
1307BR,2018-01-01,2018-08-11,46534,"5 076,79",222,209.61261261261262,3
1307BR,2018-09-11,2018-12-31,8160,"914,82",111,73.51351351351352,3
1307BR,2019-01-01,2019-12-31,55439,"6 077,05",364,152.30494505494505,3
1239BR,2018-01-01,2018-12-31,36144,"4 032,12",364,99.2967032967033,3
1239BR,2019-01-01,2019-12-31,41191,"4 474,39",364,113.16208791208791,3
1239BR,2020-01-01,2020-10-28,32598,"4 196,65",301,108.29900332225914,3
0621KO,2018-01-01,2018-01-31,1176,"185,93",30,39.2,35
0621KO,2018-01-02,2018-02-28,962,"156,52",57,16.87719298245614,35
0621KO,2018-01-03,2018-03-31,1038,"166,91",87,11.931034482758621,35
0621KO,2018-01-04,2018-04-30,1244,"195,31",116,10.724137931034482,35
0621KO,2018-01-05,2018-05-31,1129,"179,51",146,7.732876712328767,35
0621KO,2018-01-06,2018-06-30,1047,"168,15",175,5.982857142857143,35
0621KO,2018-01-07,2018-07-31,1246,"195,62",205,6.078048780487805,35
0621KO,2018-01-08,2018-08-31,1175,"184,48",235,5.0,35
0621KO,2018-01-09,2018-09-30,1046,"168,93",264,3.962121212121212,35
0621KO,2018-01-10,2018-10-31,1242,"196,11",294,4.224489795918367,35
0621KO,2018-01-11,2018-11-30,1031,"166,82",323,3.191950464396285,35
0621KO,2018-01-12,2018-12-31,1114,"178,35",353,3.1558073654390935,35
0621KO,2019-01-01,2019-01-31,1115,"194,23",30,37.166666666666664,35
0621KO,2019-01-02,2019-02-28,1049,"184,10",57,18.403508771929825,35
0621KO,2019-01-03,2019-03-31,958,"170,24",87,11.011494252873563,35
0621KO,2019-01-04,2019-04-30,1251,"214,92",116,10.78448275862069,35
0621KO,2019-01-05,2019-05-31,1147,"199,00",146,7.8561643835616435,35
0621KO,2019-01-06,2019-06-30,1233,"212,20",175,7.045714285714285,35
0621KO,2019-01-07,2019-07-31,1134,"197,09",205,5.53170731707317,35
0621KO,2019-01-08,2019-08-31,1119,"194,82",235,4.761702127659574,35
0621KO,2019-01-09,2019-09-30,1166,"201,95",264,4.416666666666667,35
0621KO,2019-01-10,2019-10-31,1144,"198,60",294,3.891156462585034,35
0621KO,2019-01-11,2019-11-30,1061,"185,99",323,3.2848297213622293,35
0621KO,2019-01-12,2019-12-31,1190,"205,63",353,3.3711048158640224,35
0621KO,2020-01-01,2020-01-01,1163,"203,29",0,inf,35
0621KO,2020-01-02,2020-02-29,1074,"189,88",58,18.517241379310345,35
0621KO,2020-01-03,2020-03-31,1130,"198,32",88,12.840909090909092,35
0621KO,2020-01-04,2020-04-30,1117,"196,37",117,9.547008547008547,35
0621KO,2020-01-05,2020-05-31,1136,"199,25",147,7.727891156462585,35
0621KO,2020-01-06,2020-06-30,1217,"211,51",176,6.9147727272727275,35
0621KO,2020-01-07,2020-07-31,1210,"210,54",206,5.87378640776699,35
0621KO,2020-01-08,2020-08-31,1098,"193,47",236,4.6525423728813555,35
0621KO,2020-01-09,2020-09-30,1150,"201,37",265,4.339622641509434,35
0621KO,2020-01-10,2020-10-31,1052,"186,52",295,3.5661016949152544,35
0621KO,2020-01-11,2020-11-30,1136,"199,25",324,3.506172839506173,35
0698BR,2018-01-01,2018-01-31,270199,"25 598,89",30,9006.633333333333,35
0698BR,2018-01-02,2018-02-28,235776,"22 686,08",57,4136.421052631579,35
0698BR,2018-01-03,2018-03-31,278776,"26 312,33",87,3204.32183908046,35
0698BR,2018-01-04,2018-04-30,308978,"28 842,93",116,2663.603448275862,35
0698BR,2018-01-05,2018-05-31,341113,"32 355,80",146,2336.390410958904,35
0698BR,2018-01-06,2018-06-30,339083,"33 709,63",175,1937.6171428571429,35
0698BR,2018-01-07,2018-07-31,355995,"36 064,73",205,1736.560975609756,35
0698BR,2018-01-08,2018-08-31,371255,"37 489,79",235,1579.8085106382978,35
0698BR,2018-01-09,2018-09-30,355684,"34 681,65",264,1347.2878787878788,35
0698BR,2018-01-10,2018-10-31,370516,"35 219,39",294,1260.2585034013605,35
0698BR,2018-01-11,2018-11-30,337024,"32 377,64",323,1043.4179566563469,35
0698BR,2018-01-12,2018-12-31,333791,"31 843,03",353,945.5835694050992,35
0698BR,2019-01-01,2019-01-31,333600,"31 084,84",30,11120.0,35
0698BR,2019-01-02,2019-02-28,320126,"29 954,19",57,5616.245614035088,35
0698BR,2019-01-03,2019-03-31,381703,"35 071,95",87,4387.390804597701,35
0698BR,2019-01-04,2019-04-30,392819,"35 983,15",116,3386.3706896551726,35
0698BR,2019-01-05,2019-05-31,416454,"38 649,28",146,2852.4246575342468,35
0698BR,2019-01-06,2019-06-30,432776,"41 485,12",175,2473.0057142857145,35
0698BR,2019-01-07,2019-07-31,442572,"44 128,06",205,2158.887804878049,35
0698BR,2019-01-08,2019-08-31,446987,"40 985,97",235,1902.0723404255318,35
0698BR,2019-01-09,2019-09-30,418401,"38 607,76",264,1584.8522727272727,35
0698BR,2019-01-10,2019-10-31,420548,"38 808,77",294,1430.4353741496598,35
0698BR,2019-01-11,2019-11-30,389717,"36 259,22",323,1206.5541795665636,35
0698BR,2019-01-12,2019-12-31,373212,"34 929,42",353,1057.257790368272,35
0698BR,2020-01-01,2020-01-31,365115,"41 650,07",30,12170.5,35
0698BR,2020-01-02,2020-02-29,370212,"42 167,50",58,6382.9655172413795,35
0698BR,2020-01-03,2020-03-31,407771,"45 788,86",88,4633.761363636364,35
0698BR,2020-01-04,2020-04-30,416651,"46 653,91",117,3561.119658119658,35
0698BR,2020-01-05,2020-05-31,443325,"49 384,87",147,3015.816326530612,35
0698BR,2020-01-06,2020-06-30,456325,"50 711,58",176,2592.755681818182,35
0698BR,2020-01-07,2020-07-31,469141,"52 262,50",206,2277.383495145631,35
0698BR,2020-01-08,2020-08-31,477503,"53 538,24",236,2023.3177966101696,35
